2 4 2
0.39536 0.332007 0.332007 0.39536
0.746527 0.156219 0.156219 0.746527
0.618753 0.771544 0.771544 0.618753
0.629609 0.767786 0.767786 0.629609
0.356096 0.760187 0.760187 0.356096
0.135082 0.690709 0.690709 0.135082
0.70956 0.0630677 0.0630677 0.70956
0.000583767 0.848888 0.848888 0.000583767
0.0235333 0.0237157 0.0237157 0.0235333
0.853872 0.989831 0.989831 0.853872
0.465932 0.669493 0.669493 0.465932
0.583071 0.684878 0.684878 0.583071
0.501063 0.562169 0.562169 0.501063
0.0333221 0.250374 0.250374 0.0333221
0.0826257 0.266104 0.266104 0.0826257
0.0906889 0.985784 0.985784 0.0906889
0.601138 0.633914 0.633914 0.601138
0.88312 0.497857 0.497857 0.88312
0.228767 0.276127 0.276127 0.228767
0.282303 0.866878 0.866878 0.282303
0.350295 0.737116 0.737116 0.350295
0.588164 0.748168 0.748168 0.588164
0.318508 0.541061 0.541061 0.318508
0.585062 0.485572 0.485572 0.585062
0.569741 0.126908 0.126908 0.569741
0.505167 0.87361 0.87361 0.505167
0.683979 0.834586 0.834586 0.683979
0.296152 0.921178 0.921178 0.296152
0.907688 0.144516 0.144516 0.907688
0.969024 0.672775 0.672775 0.969024
0.54344 0.824615 0.824615 0.54344
0.709182 0.824447 0.824447 0.709182
0.567318 0.718589 0.718589 0.567318
0.137807 0.192164 0.192164 0.137807
0.211155 0.130116 0.130116 0.211155
0.864253 0.1195 0.1195 0.864253
0.961476 0.894304 0.894304 0.961476
0.658732 0.214279 0.214279 0.658732
0.877965 0.846024 0.846024 0.877965
0.622105 0.406735 0.406735 0.622105
0.982548 0.735305 0.735305 0.982548
0.502103 0.946472 0.946472 0.502103
0.859549 0.122511 0.122511 0.859549
0.391013 0.598897 0.598897 0.391013
0.497976 0.982987 0.982987 0.497976
0.66241 0.817593 0.817593 0.66241
0.321847 0.879258 0.879258 0.321847
0.202898 0.677712 0.677712 0.202898
0.920331 0.850204 0.850204 0.920331
0.968513 0.141073 0.141073 0.968513
0.253152 0.13295 0.13295 0.253152
0.332038 0.292503 0.292503 0.332038
0.325894 0.513477 0.513477 0.325894
0.910138 0.0470673 0.0470673 0.910138
0.651943 0.576966 0.576966 0.651943
0.969727 0.419402 0.419402 0.969727
0.635671 0.849176 0.849176 0.635671
0.209783 0.023276 0.023276 0.209783
0.108886 0.761026 0.761026 0.108886
0.244956 0.941385 0.941385 0.244956
0.958833 0.314272 0.314272 0.958833
0.415769 0.773133 0.773133 0.415769
0.829302 0.486032 0.486032 0.829302
0.0601141 0.301789 0.301789 0.0601141
0.919975 0.667124 0.667124 0.919975
0.00734575 0.165735 0.165735 0.00734575
0.499826 0.794427 0.794427 0.499826
0.0505081 0.596855 0.596855 0.0505081
0.342325 0.722057 0.722057 0.342325
0.337338 0.925208 0.925208 0.337338
0.941576 0.690898 0.690898 0.941576
0.39977 0.600325 0.600325 0.39977
0.890394 0.978539 0.978539 0.890394
0.801283 0.770674 0.770674 0.801283
0.887923 0.864573 0.864573 0.887923
0.863363 0.946242 0.946242 0.863363
0.127392 0.71778 0.71778 0.127392
0.364886 0.37272 0.37272 0.364886
0.876478 0.0424312 0.0424312 0.876478
0.273154 0.713343 0.713343 0.273154
0.696522 0.599226 0.599226 0.696522
0.767715 0.458519 0.458519 0.767715
0.0751218 0.442841 0.442841 0.0751218
0.367273 0.920088 0.920088 0.367273
0.832876 0.582573 0.582573 0.832876
0.449481 0.129411 0.129411 0.449481
0.319389 0.724322 0.724322 0.319389
0.598983 0.598861 0.598861 0.598983
0.595327 0.493656 0.493656 0.595327
0.363042 0.148528 0.148528 0.363042
0.136375 0.998409 0.998409 0.136375
0.238557 0.184093 0.184093 0.238557
0.843603 0.567892 0.567892 0.843603
0.0315275 0.426338 0.426338 0.0315275
0.632457 0.55271 0.55271 0.632457
0.752674 0.707582 0.707582 0.752674
0.441907 0.350013 0.350013 0.441907
0.956527 0.496509 0.496509 0.956527
0.263805 0.353824 0.353824 0.263805
0.727454 0.685582 0.685582 0.727454
0.331086 0.811139 0.811139 0.331086
0.37401 0.496113 0.496113 0.37401
0.0755963 0.951305 0.951305 0.0755963
0.708646 0.850283 0.850283 0.708646
0.284076 0.366041 0.366041 0.284076
0.125885 0.139428 0.139428 0.125885
0.623487 0.737275 0.737275 0.623487
0.029007 0.846712 0.846712 0.029007
0.348574 0.883076 0.883076 0.348574
0.512244 0.396403 0.396403 0.512244
0.493526 0.6324 0.6324 0.493526
0.205632 0.353879 0.353879 0.205632
0.124768 0.304178 0.304178 0.124768
0.686094 0.197967 0.197967 0.686094
0.768169 0.899619 0.899619 0.768169
0.190503 0.108161 0.108161 0.190503
0.78822 0.939602 0.939602 0.78822
0.554131 0.568448 0.568448 0.554131
0.645972 0.439151 0.439151 0.645972
0.375562 0.789526 0.789526 0.375562
0.283817 0.696925 0.696925 0.283817
0.196224 0.220729 0.220729 0.196224
0.60708 0.123215 0.123215 0.60708
0.418608 0.70914 0.70914 0.418608
0.762008 0.803138 0.803138 0.762008
0.611429 0.785411 0.785411 0.611429
0.61229 0.11277 0.11277 0.61229
0.464785 0.973923 0.973923 0.464785
0.114202 0.550994 0.550994 0.114202
0.403891 0.224341 0.224341 0.403891
0.0521225 0.353874 0.353874 0.0521225
0.574526 0.0206681 0.0206681 0.574526
0.0702652 0.975233 0.975233 0.0702652
0.906681 0.903381 0.903381 0.906681
0.203322 0.587601 0.587601 0.203322
0.824159 0.0632509 0.0632509 0.824159
0.806404 0.660593 0.660593 0.806404
0.953312 0.704297 0.704297 0.953312
0.643166 0.400254 0.400254 0.643166
0.931963 0.269961 0.269961 0.931963
0.449832 0.896914 0.896914 0.449832
0.598286 0.661893 0.661893 0.598286
0.214721 0.973929 0.973929 0.214721
0.924391 0.609215 0.609215 0.924391
0.0985362 0.398523 0.398523 0.0985362
0.819656 0.864588 0.864588 0.819656
0.258332 0.857843 0.857843 0.258332
0.634785 0.0652791 0.0652791 0.634785
0.222679 0.385282 0.385282 0.222679
0.996426 0.328134 0.328134 0.996426
0.249421 0.90397 0.90397 0.249421
0.860491 0.689827 0.689827 0.860491
0.699722 0.524528 0.524528 0.699722
0.290882 0.623331 0.623331 0.290882
0.805349 0.0123282 0.0123282 0.805349
0.327539 0.353916 0.353916 0.327539
0.553913 0.0363428 0.0363428 0.553913
0.024545 0.946128 0.946128 0.024545
0.48363 0.609864 0.609864 0.48363
0.108135 0.961404 0.961404 0.108135
0.753296 0.666734 0.666734 0.753296
0.591789 0.110357 0.110357 0.591789
0.866441 0.257931 0.257931 0.866441
0.210953 0.370202 0.370202 0.210953
0.307771 0.289123 0.289123 0.307771
0.470494 0.761344 0.761344 0.470494
0.914649 0.727311 0.727311 0.914649
0.816417 0.231986 0.231986 0.816417
0.187837 0.200846 0.200846 0.187837
0.0130456 0.044647 0.044647 0.0130456
0.657321 0.380839 0.380839 0.657321
0.373134 0.650943 0.650943 0.373134
0.464153 0.114613 0.114613 0.464153
0.524437 0.78831 0.78831 0.524437
0.532013 0.0257298 0.0257298 0.532013
0.408963 0.555633 0.555633 0.408963
0.248679 0.928398 0.928398 0.248679
0.161853 0.309332 0.309332 0.161853
0.452977 0.263992 0.263992 0.452977
0.597836 0.504517 0.504517 0.597836
0.383217 0.854053 0.854053 0.383217
0.732086 0.669629 0.669629 0.732086
0.817378 0.180667 0.180667 0.817378
0.676105 0.927957 0.927957 0.676105
0.170307 0.631005 0.631005 0.170307
0.94265 0.68543 0.68543 0.94265
0.820147 0.475573 0.475573 0.820147
0.147634 0.109291 0.109291 0.147634
0.579716 0.476644 0.476644 0.579716
0.643164 0.222168 0.222168 0.643164
0.211187 0.717603 0.717603 0.211187
0.173935 0.145724 0.145724 0.173935
0.724044 0.892032 0.892032 0.724044
0.359451 0.296656 0.296656 0.359451
0.558075 0.819956 0.819956 0.558075
0.309105 0.587344 0.587344 0.309105
0.952591 0.620069 0.620069 0.952591
0.899144 0.711756 0.711756 0.899144
0.621394 0.769493 0.769493 0.621394
0.348076 0.922392 0.922392 0.348076
0.873423 0.674891 0.674891 0.873423
0.691514 0.804519 0.804519 0.691514
0.0994071 0.186068 0.186068 0.0994071
0.168528 0.364226 0.364226 0.168528
0.942037 0.0995955 0.0995955 0.942037
0.459079 0.515239 0.515239 0.459079
0.756953 0.463851 0.463851 0.756953
0.747453 0.473836 0.473836 0.747453
0.207933 0.361453 0.361453 0.207933
0.218511 0.028842 0.028842 0.218511
0.613759 0.230884 0.230884 0.613759
0.986482 0.706463 0.706463 0.986482
0.899292 0.714653 0.714653 0.899292
0.629924 0.838033 0.838033 0.629924
0.86341 0.719489 0.719489 0.86341
0.671871 0.244702 0.244702 0.671871
0.751282 0.318069 0.318069 0.751282
0.968435 0.138448 0.138448 0.968435
0.288561 0.417199 0.417199 0.288561
0.435198 0.967077 0.967077 0.435198
0.0543914 0.413569 0.413569 0.0543914
0.612764 0.985786 0.985786 0.612764
0.91927 0.486281 0.486281 0.91927
0.378685 0.195595 0.195595 0.378685
0.905434 0.484137 0.484137 0.905434
0.148038 0.0904557 0.0904557 0.148038
0.28772 0.825154 0.825154 0.28772
0.284543 0.895958 0.895958 0.284543
0.524265 0.0631722 0.0631722 0.524265
0.207089 0.683256 0.683256 0.207089
0.645252 0.335623 0.335623 0.645252
0.429405 0.756606 0.756606 0.429405
0.423327 0.308399 0.308399 0.423327
0.941348 0.769835 0.769835 0.941348
0.276578 0.511783 0.511783 0.276578
0.447822 0.866195 0.866195 0.447822
0.888937 0.158984 0.158984 0.888937
0.585984 0.493063 0.493063 0.585984
0.101391 0.645572 0.645572 0.101391
0.16063 0.183148 0.183148 0.16063
0.299777 0.297099 0.297099 0.299777
0.189043 0.814098 0.814098 0.189043
0.0595453 0.101218 0.101218 0.0595453
0.88934 0.348167 0.348167 0.88934
0.276221 0.221846 0.221846 0.276221
0.760491 0.381466 0.381466 0.760491
0.343363 0.801271 0.801271 0.343363
0.228153 0.927998 0.927998 0.228153
0.289583 0.3084 0.3084 0.289583
0.703455 0.463125 0.463125 0.703455
0.848157 0.0193467 0.0193467 0.848157
0.759572 0.518684 0.518684 0.759572
0.188699 0.374584 0.374584 0.188699
0.470399 0.146563 0.146563 0.470399
0.0353071 0.963038 0.963038 0.0353071
0.217662 0.255828 0.255828 0.217662
0.475082 0.0546354 0.0546354 0.475082
0.789882 0.643104 0.643104 0.789882
0.867831 0.771004 0.771004 0.867831
0.816729 0.266289 0.266289 0.816729
0.0238569 0.420359 0.420359 0.0238569
0.0111518 0.362615 0.362615 0.0111518
0.427731 0.889369 0.889369 0.427731
0.874341 0.365656 0.365656 0.874341
0.47222 0.370488 0.370488 0.47222
0.645232 0.826193 0.826193 0.645232
0.342018 0.258515 0.258515 0.342018
0.150025 0.18225 0.18225 0.150025
0.555629 0.812928 0.812928 0.555629
0.289164 0.426606 0.426606 0.289164
0.145955 0.70223 0.70223 0.145955
0.39969 0.485118 0.485118 0.39969
0.261055 0.225005 0.225005 0.261055
0.411863 0.607396 0.607396 0.411863
0.498393 0.391463 0.391463 0.498393
0.401105 0.644137 0.644137 0.401105
0.598004 0.260276 0.260276 0.598004
0.786066 0.350934 0.350934 0.786066
0.964894 0.782987 0.782987 0.964894
0.135527 0.485156 0.485156 0.135527
0.936228 0.0600963 0.0600963 0.936228
0.849855 0.0937786 0.0937786 0.849855
0.259288 0.753061 0.753061 0.259288
0.227772 0.304178 0.304178 0.227772
0.376628 0.488413 0.488413 0.376628
0.133534 0.559898 0.559898 0.133534
0.979036 0.210978 0.210978 0.979036
0.372536 0.887349 0.887349 0.372536
0.44947 0.562554 0.562554 0.44947
0.0352108 0.60301 0.60301 0.0352108
0.521041 0.231789 0.231789 0.521041
0.239676 0.273879 0.273879 0.239676
0.556864 0.930988 0.930988 0.556864
0.773564 0.409649 0.409649 0.773564
0.256231 0.297963 0.297963 0.256231
0.122103 0.230385 0.230385 0.122103
0.537184 0.944122 0.944122 0.537184
0.611166 0.0725602 0.0725602 0.611166
0.62335 0.946411 0.946411 0.62335
0.027546 0.557872 0.557872 0.027546
0.68038 0.273156 0.273156 0.68038
0.569106 0.72915 0.72915 0.569106
0.917295 0.715129 0.715129 0.917295
0.353666 0.203028 0.203028 0.353666
0.491938 0.958327 0.958327 0.491938
0.975391 0.335887 0.335887 0.975391
0.186393 0.150039 0.150039 0.186393
0.780358 0.797216 0.797216 0.780358
0.635375 0.296367 0.296367 0.635375
0.584693 0.986385 0.986385 0.584693
0.609698 0.0583335 0.0583335 0.609698
0.155098 0.500842 0.500842 0.155098
0.243464 0.92448 0.92448 0.243464
0.50277 0.54511 0.54511 0.50277
0.17599 0.0746567 0.0746567 0.17599
0.211599 0.149255 0.149255 0.211599
0.0108037 0.78205 0.78205 0.0108037
0.950784 0.391651 0.391651 0.950784
0.641113 0.523781 0.523781 0.641113
0.58348 0.901094 0.901094 0.58348
0.844438 0.36348 0.36348 0.844438
0.857383 0.755524 0.755524 0.857383
0.453032 0.679386 0.679386 0.453032
0.255505 0.687642 0.687642 0.255505
0.480462 0.445816 0.445816 0.480462
0.778265 0.38965 0.38965 0.778265
0.949302 0.0347572 0.0347572 0.949302
0.930461 0.322493 0.322493 0.930461
0.882816 0.887452 0.887452 0.882816
0.809596 0.792064 0.792064 0.809596
0.416166 0.186349 0.186349 0.416166
0.0914462 0.443725 0.443725 0.0914462
0.265533 0.550088 0.550088 0.265533
0.104651 0.272904 0.272904 0.104651
0.361081 0.519184 0.519184 0.361081
0.880022 0.342433 0.342433 0.880022
0.145906 0.644728 0.644728 0.145906
0.224738 0.22294 0.22294 0.224738
0.533786 0.0917096 0.0917096 0.533786
0.872824 0.502105 0.502105 0.872824
0.28112 0.179695 0.179695 0.28112
0.766642 0.596026 0.596026 0.766642
0.991499 0.0864806 0.0864806 0.991499
0.767576 0.989663 0.989663 0.767576
0.822066 0.114926 0.114926 0.822066
0.79748 0.217377 0.217377 0.79748
0.643123 0.858586 0.858586 0.643123
0.472032 0.673491 0.673491 0.472032
0.4762 0.0283675 0.0283675 0.4762
0.287571 0.446067 0.446067 0.287571
0.347369 0.161905 0.161905 0.347369
0.0463898 0.450819 0.450819 0.0463898
0.244796 0.429845 0.429845 0.244796
0.212272 0.43105 0.43105 0.212272
0.702338 0.22197 0.22197 0.702338
0.127515 0.903059 0.903059 0.127515
0.676518 0.604605 0.604605 0.676518
0.885402 0.877132 0.877132 0.885402
0.816704 0.85683 0.85683 0.816704
0.497969 0.166728 0.166728 0.497969
0.257372 0.431309 0.431309 0.257372
0.0836978 0.501845 0.501845 0.0836978
0.898727 0.67512 0.67512 0.898727
0.50569 0.733056 0.733056 0.50569
0.788675 0.702837 0.702837 0.788675
0.419298 0.441492 0.441492 0.419298
0.646806 0.997908 0.997908 0.646806
0.587899 0.0699128 0.0699128 0.587899
0.83642 0.351387 0.351387 0.83642
0.365515 0.98306 0.98306 0.365515
0.159088 0.373038 0.373038 0.159088
0.749124 0.219982 0.219982 0.749124
0.419229 0.542165 0.542165 0.419229
0.452083 0.599552 0.599552 0.452083
0.312727 0.48197 0.48197 0.312727
0.0887955 0.820863 0.820863 0.0887955
0.186611 0.104222 0.104222 0.186611
0.244579 0.85254 0.85254 0.244579
0.493162 0.367733 0.367733 0.493162
0.534365 0.548295 0.548295 0.534365
0.84515 0.654752 0.654752 0.84515
0.295921 0.11432 0.11432 0.295921
0.957522 0.553074 0.553074 0.957522
0.489281 0.564721 0.564721 0.489281
0.528857 0.347395 0.347395 0.528857
0.594294 0.795107 0.795107 0.594294
0.707903 0.933455 0.933455 0.707903
0.478182 0.481988 0.481988 0.478182
0.871217 0.599915 0.599915 0.871217
0.389737 0.0663296 0.0663296 0.389737
0.238152 0.857144 0.857144 0.238152
0.878027 0.79183 0.79183 0.878027
0.0145543 0.671455 0.671455 0.0145543
0.640375 0.192481 0.192481 0.640375
0.384414 0.936047 0.936047 0.384414
0.757468 0.18143 0.18143 0.757468
0.146501 0.225731 0.225731 0.146501
0.743123 0.210554 0.210554 0.743123
0.886289 0.39761 0.39761 0.886289
0.478275 0.893658 0.893658 0.478275
0.889063 0.939017 0.939017 0.889063
0.462343 0.584578 0.584578 0.462343
0.881818 0.253338 0.253338 0.881818
0.303638 0.196598 0.196598 0.303638
0.0778091 0.0498407 0.0498407 0.0778091
0.112737 0.138652 0.138652 0.112737
0.540375 0.709663 0.709663 0.540375
0.327974 0.319462 0.319462 0.327974
0.803801 0.963881 0.963881 0.803801
0.529054 0.328214 0.328214 0.529054
0.580093 0.495293 0.495293 0.580093
0.338922 0.615481 0.615481 0.338922
0.699853 0.584094 0.584094 0.699853
0.615338 0.521565 0.521565 0.615338
0.183672 0.520647 0.520647 0.183672
0.372317 0.280356 0.280356 0.372317
0.344246 0.477651 0.477651 0.344246
0.141118 0.619991 0.619991 0.141118
0.0160757 0.982051 0.982051 0.0160757
0.878006 0.0386233 0.0386233 0.878006
0.212002 0.0798681 0.0798681 0.212002
0.559264 0.0850024 0.0850024 0.559264
0.112982 0.386368 0.386368 0.112982
0.316292 0.705286 0.705286 0.316292
0.158529 0.361757 0.361757 0.158529
0.44109 0.703838 0.703838 0.44109
0.348959 0.985221 0.985221 0.348959
0.89763 0.462759 0.462759 0.89763
0.0752608 0.0826807 0.0826807 0.0752608
0.769587 0.618982 0.618982 0.769587
0.523689 0.0529421 0.0529421 0.523689
0.464828 0.859466 0.859466 0.464828
0.852177 0.732219 0.732219 0.852177
0.186341 0.901093 0.901093 0.186341
0.0279334 0.0830984 0.0830984 0.0279334
0.66477 0.50167 0.50167 0.66477
0.0740503 0.602403 0.602403 0.0740503
0.751652 0.214122 0.214122 0.751652
0.69219 0.869944 0.869944 0.69219
0.605638 0.65815 0.65815 0.605638
0.199602 0.297163 0.297163 0.199602
0.789911 0.235312 0.235312 0.789911
0.359888 0.725763 0.725763 0.359888
0.322274 0.551411 0.551411 0.322274
0.269888 0.59902 0.59902 0.269888
0.880827 0.155891 0.155891 0.880827
0.817639 0.40093 0.40093 0.817639
0.112597 0.705425 0.705425 0.112597
0.0188705 0.848173 0.848173 0.0188705
0.0667814 0.903944 0.903944 0.0667814
0.892408 0.208868 0.208868 0.892408
0.352814 0.286524 0.286524 0.352814
0.139337 0.206407 0.206407 0.139337
0.720586 0.434877 0.434877 0.720586
0.303857 0.960498 0.960498 0.303857
0.190636 0.389763 0.389763 0.190636
0.299583 0.554302 0.554302 0.299583
0.511333 0.789133 0.789133 0.511333
0.402448 0.739475 0.739475 0.402448
0.752877 0.297546 0.297546 0.752877
0.0738307 0.299151 0.299151 0.0738307
0.417398 0.235462 0.235462 0.417398
0.437487 0.279729 0.279729 0.437487
0.956129 0.32031 0.32031 0.956129
0.553541 0.471495 0.471495 0.553541
0.538603 0.226298 0.226298 0.538603
0.735204 0.849342 0.849342 0.735204
0.414927 0.26589 0.26589 0.414927
0.93681 0.27391 0.27391 0.93681
0.863225 0.752787 0.752787 0.863225
0.423634 0.237625 0.237625 0.423634
0.0293527 0.0759546 0.0759546 0.0293527
0.567726 0.451414 0.451414 0.567726
0.418142 0.655324 0.655324 0.418142
0.91679 0.00960106 0.00960106 0.91679
0.242781 0.164763 0.164763 0.242781
0.684019 0.801833 0.801833 0.684019
0.618191 0.49218 0.49218 0.618191
0.750648 0.501707 0.501707 0.750648
0.0885929 0.940015 0.940015 0.0885929
0.762311 0.648495 0.648495 0.762311
0.133081 0.365358 0.365358 0.133081
0.313177 0.83501 0.83501 0.313177
0.802044 0.0212855 0.0212855 0.802044
0.386552 0.726968 0.726968 0.386552
0.794446 0.241619 0.241619 0.794446
0.893512 0.318287 0.318287 0.893512
0.549026 0.470019 0.470019 0.549026
0.847662 0.606494 0.606494 0.847662
0.546629 0.270274 0.270274 0.546629
0.0639662 0.869669 0.869669 0.0639662
0.0982957 0.260921 0.260921 0.0982957
0.913873 0.984258 0.984258 0.913873
0.107793 0.430112 0.430112 0.107793
0.33585 0.918504 0.918504 0.33585
0.731129 0.572334 0.572334 0.731129
0.587595 0.00633585 0.00633585 0.587595
0.0869174 0.740569 0.740569 0.0869174
0.219303 0.0942296 0.0942296 0.219303
0.137948 0.954314 0.954314 0.137948
0.114221 0.107346 0.107346 0.114221
0.630128 0.10896 0.10896 0.630128
0.419647 0.930122 0.930122 0.419647
0.825581 0.565369 0.565369 0.825581
0.199459 0.284478 0.284478 0.199459
0.00839635 0.146454 0.146454 0.00839635
0.994965 0.562661 0.562661 0.994965
0.681471 0.974031 0.974031 0.681471
0.590167 0.589223 0.589223 0.590167
0.428531 0.188028 0.188028 0.428531
0.0557531 0.94589 0.94589 0.0557531
0.69735 0.961876 0.961876 0.69735
0.157185 0.138196 0.138196 0.157185
0.90852 0.833276 0.833276 0.90852
0.537207 0.382452 0.382452 0.537207
0.705321 0.774484 0.774484 0.705321
0.894491 0.972594 0.972594 0.894491
0.353021 0.96558 0.96558 0.353021
0.398094 0.110182 0.110182 0.398094
0.493372 0.94425 0.94425 0.493372
0.904119 0.928203 0.928203 0.904119
0.937918 0.956343 0.956343 0.937918
0.0959056 0.418882 0.418882 0.0959056
0.674533 0.141816 0.141816 0.674533
0.28084 0.562426 0.562426 0.28084
0.437641 0.221569 0.221569 0.437641
0.747173 0.1066 0.1066 0.747173
0.879277 0.798696 0.798696 0.879277
0.594557 0.956969 0.956969 0.594557
0.659884 0.377728 0.377728 0.659884
0.698305 0.769349 0.769349 0.698305
0.287782 0.185561 0.185561 0.287782
0.0715444 0.488472 0.488472 0.0715444
0.495879 0.794918 0.794918 0.495879
0.30423 0.882924 0.882924 0.30423
0.219553 0.757177 0.757177 0.219553
0.187902 0.824457 0.824457 0.187902
0.718728 0.321878 0.321878 0.718728
0.468151 0.614004 0.614004 0.468151
0.246805 0.270999 0.270999 0.246805
0.855185 0.434934 0.434934 0.855185
0.520961 0.471937 0.471937 0.520961
0.234042 0.0517679 0.0517679 0.234042
0.510479 0.0556227 0.0556227 0.510479
0.891361 0.495012 0.495012 0.891361
0.265541 0.75192 0.75192 0.265541
0.866104 0.402006 0.402006 0.866104
0.780616 0.601874 0.601874 0.780616
0.921106 0.146184 0.146184 0.921106
0.162114 0.397713 0.397713 0.162114
0.0225853 0.659253 0.659253 0.0225853
0.403898 0.995774 0.995774 0.403898
0.236202 0.222992 0.222992 0.236202
0.0338256 0.53767 0.53767 0.0338256
0.778264 0.317546 0.317546 0.778264
0.199861 0.638733 0.638733 0.199861
0.970945 0.691258 0.691258 0.970945
0.326158 0.930752 0.930752 0.326158
0.392817 0.668185 0.668185 0.392817
0.829133 0.79978 0.79978 0.829133
0.610711 0.0316418 0.0316418 0.610711
0.352633 0.329679 0.329679 0.352633
0.728484 0.686681 0.686681 0.728484
0.062624 0.506032 0.506032 0.062624
0.965643 0.557269 0.557269 0.965643
0.546725 0.613628 0.613628 0.546725
0.822938 0.608459 0.608459 0.822938
0.211385 0.851325 0.851325 0.211385
0.269919 0.388771 0.388771 0.269919
0.765667 0.144112 0.144112 0.765667
0.764042 0.799717 0.799717 0.764042
0.882466 0.519067 0.519067 0.882466
0.682172 0.523459 0.523459 0.682172
0.697849 0.743569 0.743569 0.697849
0.85191 0.0644097 0.0644097 0.85191
0.825213 0.168347 0.168347 0.825213
0.251694 0.686642 0.686642 0.251694
0.841154 0.347868 0.347868 0.841154
0.844217 0.463193 0.463193 0.844217
0.10215 0.0213072 0.0213072 0.10215
0.362858 0.409617 0.409617 0.362858
0.48212 0.126073 0.126073 0.48212
0.929392 0.315389 0.315389 0.929392
0.955098 0.796031 0.796031 0.955098
0.660122 0.123185 0.123185 0.660122
0.0227524 0.915293 0.915293 0.0227524
0.214289 0.0325019 0.0325019 0.214289
0.591903 0.311551 0.311551 0.591903
0.234857 0.981538 0.981538 0.234857
0.400544 0.865555 0.865555 0.400544
0.0046905 0.833973 0.833973 0.0046905
0.620134 0.771597 0.771597 0.620134
0.723212 0.0839027 0.0839027 0.723212
0.494744 0.641181 0.641181 0.494744
0.978819 0.997537 0.997537 0.978819
0.950072 0.0797017 0.0797017 0.950072
